Geography,Statistic,Expenditure,Year,Income Quintile
Manitoba,Shelter,16094.0,2019,Third
Manitoba,Household operations,4587.0,2019,Third
Manitoba,Household furnishings and equipment,2550.0,2019,Third
Manitoba,Clothing and accessories,2610.0,2019,Third
Manitoba,Private transportation,10210.0,2019,Third
Manitoba,Public transportation,1169.0,2019,Third
Manitoba,Health care,3227.0,2019,Third
Manitoba,Personal care,1282.0,2019,Third
Manitoba,Recreation,3714.0,2019,Third
Manitoba,Education,911.0,2019,Third
Manitoba,Reading materials and other printed matter,131.0,2019,Third
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1247.0,2019,Third
Manitoba,Miscellaneous expenditures,1496.0,2019,Third
Saskatchewan,Food expenditures,9161.0,2019,Third
Saskatchewan,Shelter,17304.0,2019,Third
Saskatchewan,Household operations,5789.0,2019,Third
Saskatchewan,Household furnishings and equipment,2266.0,2019,Third
Saskatchewan,Clothing and accessories,2660.0,2019,Third
Saskatchewan,Private transportation,10707.0,2019,Third
Saskatchewan,Public transportation,820.0,2019,Third
Saskatchewan,Health care,3002.0,2019,Third
Saskatchewan,Personal care,1023.0,2019,Third
Saskatchewan,Recreation,4649.0,2019,Third
Saskatchewan,Education,1050.0,2019,Third
Saskatchewan,Reading materials and other printed matter,147.0,2019,Third
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2027.0,2019,Third
Saskatchewan,Miscellaneous expenditures,1798.0,2019,Third
Alberta,Food expenditures,11682.0,2019,Third
Alberta,Shelter,21722.0,2019,Third
Alberta,Household operations,6111.0,2019,Third
Alberta,Household furnishings and equipment,2214.0,2019,Third
Alberta,Clothing and accessories,3697.0,2019,Third
Alberta,Private transportation,12610.0,2019,Third
Alberta,Public transportation,1678.0,2019,Third
Alberta,Health care,2778.0,2019,Third
Alberta,Personal care,1286.0,2019,Third
Alberta,Recreation,5356.0,2019,Third
Alberta,Education,936.0,2019,Third
Alberta,Reading materials and other printed matter,181.0,2019,Third
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1801.0,2019,Third
Alberta,Miscellaneous expenditures,2345.0,2019,Third
British Columbia,Food expenditures,9926.0,2019,Third
British Columbia,Shelter,20928.0,2019,Third
British Columbia,Household operations,5263.0,2019,Third
British Columbia,Household furnishings and equipment,2799.0,2019,Third
British Columbia,Clothing and accessories,2681.0,2019,Third
British Columbia,Private transportation,12385.0,2019,Third
British Columbia,Public transportation,1460.0,2019,Third
British Columbia,Health care,3125.0,2019,Third
British Columbia,Personal care,1204.0,2019,Third
British Columbia,Recreation,4567.0,2019,Third
British Columbia,Education,1063.0,2019,Third
British Columbia,Reading materials and other printed matter,162.0,2019,Third
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1764.0,2019,Third
British Columbia,Games of chance,150.0,2019,Third
British Columbia,Miscellaneous expenditures,2781.0,2019,Third
Newfoundland and Labrador,Food expenditures,9597.0,2021,Third
Newfoundland and Labrador,Shelter,13624.0,2021,Third
Newfoundland and Labrador,Household operations,5317.0,2021,Third
Newfoundland and Labrador,Household furnishings and equipment,2431.0,2021,Third
Newfoundland and Labrador,Clothing and accessories,2181.0,2021,Third
Newfoundland and Labrador,Private transportation,8484.0,2021,Third
Newfoundland and Labrador,Public transportation,272.0,2021,Third
Newfoundland and Labrador,Health care,2404.0,2021,Third
Newfoundland and Labrador,Personal care,1419.0,2021,Third
Newfoundland and Labrador,Recreation,3230.0,2021,Third
Newfoundland and Labrador,Education,562.0,2021,Third
Newfoundland and Labrador,Reading materials and other printed matter,114.0,2021,Third
Newfoundland and Labrador,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1434.0,2021,Third
Newfoundland and Labrador,Games of chance,94.0,2021,Third
Newfoundland and Labrador,Miscellaneous expenditures,930.0,2021,Third
Prince Edward Island,Food expenditures,7620.0,2021,Third
Prince Edward Island,Shelter,14598.0,2021,Third
Prince Edward Island,Household operations,5452.0,2021,Third
Prince Edward Island,Household furnishings and equipment,2975.0,2021,Third
Prince Edward Island,Clothing and accessories,1882.0,2021,Third
Prince Edward Island,Private transportation,7696.0,2021,Third
Prince Edward Island,Public transportation,301.0,2021,Third
Prince Edward Island,Health care,2398.0,2021,Third
Prince Edward Island,Personal care,1262.0,2021,Third
Prince Edward Island,Recreation,3780.0,2021,Third
Prince Edward Island,Education,1522.0,2021,Third
Prince Edward Island,Reading materials and other printed matter,200.0,2021,Third
Prince Edward Island,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2310.0,2021,Third
Prince Edward Island,Miscellaneous expenditures,1302.0,2021,Third
Nova Scotia,Food expenditures,9283.0,2021,Third
Nova Scotia,Shelter,15283.0,2021,Third
Nova Scotia,Household operations,5412.0,2021,Third
Nova Scotia,Household furnishings and equipment,2401.0,2021,Third
Nova Scotia,Clothing and accessories,1873.0,2021,Third
Nova Scotia,Private transportation,11032.0,2021,Third
Nova Scotia,Public transportation,303.0,2021,Third
Nova Scotia,Health care,2277.0,2021,Third
Nova Scotia,Personal care,1103.0,2021,Third
Nova Scotia,Recreation,3086.0,2021,Third
Nova Scotia,Education,803.0,2021,Third
Nova Scotia,Reading materials and other printed matter,172.0,2021,Third
Nova Scotia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1631.0,2021,Third
Nova Scotia,Miscellaneous expenditures,1137.0,2021,Third
New Brunswick,Food expenditures,9123.0,2021,Third
New Brunswick,Shelter,13290.0,2021,Third
New Brunswick,Household operations,5203.0,2021,Third
New Brunswick,Household furnishings and equipment,3123.0,2021,Third
New Brunswick,Clothing and accessories,2218.0,2021,Third
New Brunswick,Private transportation,8920.0,2021,Third
New Brunswick,Public transportation,347.0,2021,Third
New Brunswick,Health care,2622.0,2021,Third
New Brunswick,Personal care,1108.0,2021,Third
New Brunswick,Recreation,2894.0,2021,Third
New Brunswick,Reading materials and other printed matter,129.0,2021,Third
New Brunswick,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1825.0,2021,Third
New Brunswick,Games of chance,122.0,2021,Third
New Brunswick,Miscellaneous expenditures,802.0,2021,Third
Quebec,Food expenditures,8478.0,2021,Third
Quebec,Shelter,14353.0,2021,Third
Quebec,Household operations,3987.0,2021,Third
Quebec,Household furnishings and equipment,2606.0,2021,Third
Quebec,Clothing and accessories,1991.0,2021,Third
Quebec,Private transportation,7316.0,2021,Third
Quebec,Public transportation,423.0,2021,Third
Quebec,Health care,2447.0,2021,Third
Quebec,Personal care,1335.0,2021,Third
Quebec,Recreation,2989.0,2021,Third
Quebec,Education,797.0,2021,Third
Quebec,Reading materials and other printed matter,118.0,2021,Third
Quebec,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1898.0,2021,Third
Quebec,Games of chance,135.0,2021,Third
Quebec,Miscellaneous expenditures,1779.0,2021,Third
Ontario,Food expenditures,9140.0,2021,Third
Ontario,Shelter,21796.0,2021,Third
Ontario,Household operations,5525.0,2021,Third
Ontario,Household furnishings and equipment,2742.0,2021,Third
Ontario,Clothing and accessories,2271.0,2021,Third
Ontario,Private transportation,8525.0,2021,Third
Ontario,Public transportation,738.0,2021,Third
Ontario,Health care,2527.0,2021,Third
Ontario,Personal care,1227.0,2021,Third
Ontario,Recreation,5327.0,2021,Third
Ontario,Education,958.0,2021,Third
Ontario,Reading materials and other printed matter,238.0,2021,Third
Ontario,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1655.0,2021,Third
Ontario,Games of chance,152.0,2021,Third
Ontario,Miscellaneous expenditures,1446.0,2021,Third
Manitoba,Food expenditures,9075.0,2021,Third
Manitoba,Shelter,17089.0,2021,Third
Manitoba,Household operations,5873.0,2021,Third
Manitoba,Household furnishings and equipment,2898.0,2021,Third
Manitoba,Clothing and accessories,1878.0,2021,Third
Manitoba,Private transportation,12643.0,2021,Third
Manitoba,Public transportation,337.0,2021,Third
Manitoba,Health care,3064.0,2021,Third
Manitoba,Personal care,1586.0,2021,Third
Manitoba,Recreation,4128.0,2021,Third
Manitoba,Education,1033.0,2021,Third
Manitoba,Reading materials and other printed matter,176.0,2021,Third
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1979.0,2021,Third
Manitoba,Games of chance,193.0,2021,Third
Manitoba,Miscellaneous expenditures,1183.0,2021,Third
Saskatchewan,Food expenditures,9501.0,2021,Third
Saskatchewan,Shelter,16492.0,2021,Third
Saskatchewan,Household operations,5073.0,2021,Third
Saskatchewan,Household furnishings and equipment,2384.0,2021,Third
Saskatchewan,Clothing and accessories,1851.0,2021,Third
Saskatchewan,Private transportation,9339.0,2021,Third
Saskatchewan,Public transportation,324.0,2021,Third
Saskatchewan,Health care,2518.0,2021,Third
Saskatchewan,Personal care,1168.0,2021,Third
Saskatchewan,Recreation,4181.0,2021,Third
Saskatchewan,Education,1082.0,2021,Third
Saskatchewan,Reading materials and other printed matter,165.0,2021,Third
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1571.0,2021,Third
Saskatchewan,Games of chance,226.0,2021,Third
Saskatchewan,Miscellaneous expenditures,1363.0,2021,Third
Alberta,Food expenditures,10714.0,2021,Third
Alberta,Shelter,21323.0,2021,Third
Alberta,Household operations,6193.0,2021,Third
Alberta,Household furnishings and equipment,3046.0,2021,Third
Alberta,Clothing and accessories,2143.0,2021,Third
Alberta,Private transportation,9146.0,2021,Third
Alberta,Public transportation,692.0,2021,Third
Alberta,Health care,2989.0,2021,Third
Alberta,Personal care,1800.0,2021,Third
Alberta,Recreation,4421.0,2021,Third
Alberta,Education,1806.0,2021,Third
Alberta,Reading materials and other printed matter,193.0,2021,Third
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1810.0,2021,Third
Alberta,Miscellaneous expenditures,1451.0,2021,Third
British Columbia,Food expenditures,10175.0,2021,Third
British Columbia,Shelter,22375.0,2021,Third
British Columbia,Household operations,5448.0,2021,Third
British Columbia,Household furnishings and equipment,2627.0,2021,Third
British Columbia,Clothing and accessories,2572.0,2021,Third
British Columbia,Private transportation,9536.0,2021,Third
British Columbia,Public transportation,659.0,2021,Third
British Columbia,Health care,2905.0,2021,Third
British Columbia,Personal care,1260.0,2021,Third
British Columbia,Recreation,4731.0,2021,Third
British Columbia,Education,2030.0,2021,Third
British Columbia,Reading materials and other printed matter,182.0,2021,Third
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2018.0,2021,Third
British Columbia,Miscellaneous expenditures,1562.0,2021,Third
Newfoundland and Labrador,Food expenditures,10032.0,2017,Fourth
Newfoundland and Labrador,Shelter,17238.0,2017,Fourth
Newfoundland and Labrador,Household operations,5705.0,2017,Fourth
Newfoundland and Labrador,Household furnishings and equipment,2677.0,2017,Fourth
Newfoundland and Labrador,Clothing and accessories,3849.0,2017,Fourth
Newfoundland and Labrador,Private transportation,17608.0,2017,Fourth
Newfoundland and Labrador,Public transportation,1084.0,2017,Fourth
Newfoundland and Labrador,Health care,2832.0,2017,Fourth
Newfoundland and Labrador,Personal care,1343.0,2017,Fourth
Newfoundland and Labrador,Recreation,5973.0,2017,Fourth
Newfoundland and Labrador,Education,1097.0,2017,Fourth
Newfoundland and Labrador,Reading materials and other printed matter,119.0,2017,Fourth
Newfoundland and Labrador,Tobacco products and alcoholic beverages (Terminated),1526.0,2017,Fourth
Newfoundland and Labrador,Games of chance,255.0,2017,Fourth
Newfoundland and Labrador,Miscellaneous expenditures,1755.0,2017,Fourth
Prince Edward Island,Food expenditures,8888.0,2017,Fourth
Prince Edward Island,Shelter,14536.0,2017,Fourth
Prince Edward Island,Household operations,5147.0,2017,Fourth
Prince Edward Island,Household furnishings and equipment,1610.0,2017,Fourth
Prince Edward Island,Clothing and accessories,2947.0,2017,Fourth
Prince Edward Island,Private transportation,13748.0,2017,Fourth
Prince Edward Island,Public transportation,765.0,2017,Fourth
Prince Edward Island,Health care,4117.0,2017,Fourth
Prince Edward Island,Personal care,1043.0,2017,Fourth
Prince Edward Island,Recreation,3481.0,2017,Fourth
Prince Edward Island,Reading materials and other printed matter,124.0,2017,Fourth
Prince Edward Island,Tobacco products and alcoholic beverages (Terminated),1234.0,2017,Fourth
Prince Edward Island,Miscellaneous expenditures,1497.0,2017,Fourth
Nova Scotia,Food expenditures,9576.0,2017,Fourth
Nova Scotia,Shelter,15598.0,2017,Fourth
Nova Scotia,Household operations,5303.0,2017,Fourth
Nova Scotia,Household furnishings and equipment,2213.0,2017,Fourth
Nova Scotia,Clothing and accessories,3434.0,2017,Fourth
Nova Scotia,Private transportation,12833.0,2017,Fourth
Nova Scotia,Public transportation,883.0,2017,Fourth
Nova Scotia,Health care,2636.0,2017,Fourth
Nova Scotia,Personal care,1442.0,2017,Fourth
Nova Scotia,Recreation,4628.0,2017,Fourth
Nova Scotia,Education,1249.0,2017,Fourth
Nova Scotia,Tobacco products and alcoholic beverages (Terminated),1871.0,2017,Fourth
Nova Scotia,Games of chance,169.0,2017,Fourth
Nova Scotia,Miscellaneous expenditures,1949.0,2017,Fourth
New Brunswick,Food expenditures,8897.0,2017,Fourth
New Brunswick,Shelter,14479.0,2017,Fourth
New Brunswick,Household operations,5599.0,2017,Fourth
New Brunswick,Household furnishings and equipment,3035.0,2017,Fourth
New Brunswick,Clothing and accessories,3277.0,2017,Fourth
New Brunswick,Private transportation,12071.0,2017,Fourth
New Brunswick,Public transportation,462.0,2017,Fourth
New Brunswick,Health care,3485.0,2017,Fourth
New Brunswick,Personal care,977.0,2017,Fourth
New Brunswick,Recreation,4377.0,2017,Fourth
New Brunswick,Education,656.0,2017,Fourth
New Brunswick,Reading materials and other printed matter,166.0,2017,Fourth
New Brunswick,Tobacco products and alcoholic beverages (Terminated),1527.0,2017,Fourth
New Brunswick,Games of chance,293.0,2017,Fourth
New Brunswick,Miscellaneous expenditures,1557.0,2017,Fourth
Quebec,Food expenditures,9491.0,2017,Fourth
Quebec,Shelter,15679.0,2017,Fourth
Quebec,Household operations,4797.0,2017,Fourth
Quebec,Household furnishings and equipment,1784.0,2017,Fourth
Quebec,Clothing and accessories,3573.0,2017,Fourth
Quebec,Private transportation,10636.0,2017,Fourth
Quebec,Public transportation,875.0,2017,Fourth
Quebec,Health care,3482.0,2017,Fourth
Quebec,Personal care,1250.0,2017,Fourth
Quebec,Recreation,4519.0,2017,Fourth
Quebec,Education,1059.0,2017,Fourth
Quebec,Reading materials and other printed matter,115.0,2017,Fourth
Quebec,Tobacco products and alcoholic beverages (Terminated),1825.0,2017,Fourth
Quebec,Games of chance,144.0,2017,Fourth
Quebec,Miscellaneous expenditures,1877.0,2017,Fourth
Ontario,Food expenditures,9956.0,2017,Fourth
Ontario,Shelter,23369.0,2017,Fourth
Ontario,Household operations,5434.0,2017,Fourth
Ontario,Household furnishings and equipment,2700.0,2017,Fourth
Ontario,Clothing and accessories,4040.0,2017,Fourth
Ontario,Private transportation,14239.0,2017,Fourth
Ontario,Public transportation,1635.0,2017,Fourth
Ontario,Health care,2531.0,2017,Fourth
Ontario,Personal care,1238.0,2017,Fourth
Ontario,Recreation,4985.0,2017,Fourth
Ontario,Education,2554.0,2017,Fourth
Ontario,Reading materials and other printed matter,139.0,2017,Fourth
Ontario,Tobacco products and alcoholic beverages (Terminated),1218.0,2017,Fourth
Ontario,Games of chance,127.0,2017,Fourth
Ontario,Miscellaneous expenditures,2665.0,2017,Fourth
Manitoba,Food expenditures,11673.0,2017,Fourth
Manitoba,Shelter,17884.0,2017,Fourth
Manitoba,Household operations,5218.0,2017,Fourth
Manitoba,Household furnishings and equipment,3058.0,2017,Fourth
Manitoba,Clothing and accessories,4002.0,2017,Fourth
Manitoba,Private transportation,16022.0,2017,Fourth
Manitoba,Public transportation,1091.0,2017,Fourth
Manitoba,Health care,2630.0,2017,Fourth
Manitoba,Personal care,1611.0,2017,Fourth
Manitoba,Recreation,4997.0,2017,Fourth
Manitoba,Education,1403.0,2017,Fourth
Manitoba,Reading materials and other printed matter,160.0,2017,Fourth
Manitoba,Tobacco products and alcoholic beverages (Terminated),1581.0,2017,Fourth
Manitoba,Games of chance,181.0,2017,Fourth
Manitoba,Miscellaneous expenditures,2327.0,2017,Fourth
Saskatchewan,Food expenditures,11196.0,2017,Fourth
Saskatchewan,Shelter,19480.0,2017,Fourth
Saskatchewan,Household operations,5682.0,2017,Fourth
Saskatchewan,Household furnishings and equipment,2601.0,2017,Fourth
Saskatchewan,Clothing and accessories,3839.0,2017,Fourth
Saskatchewan,Private transportation,15821.0,2017,Fourth
Saskatchewan,Public transportation,779.0,2017,Fourth
Saskatchewan,Health care,2779.0,2017,Fourth
Saskatchewan,Personal care,1333.0,2017,Fourth
Saskatchewan,Recreation,5070.0,2017,Fourth
Saskatchewan,Education,1360.0,2017,Fourth
Saskatchewan,Reading materials and other printed matter,163.0,2017,Fourth
Saskatchewan,Tobacco products and alcoholic beverages (Terminated),2183.0,2017,Fourth
Saskatchewan,Miscellaneous expenditures,2031.0,2017,Fourth
Alberta,Food expenditures,11538.0,2017,Fourth
Alberta,Shelter,24889.0,2017,Fourth
Alberta,Household operations,6630.0,2017,Fourth
Alberta,Household furnishings and equipment,2690.0,2017,Fourth
Alberta,Clothing and accessories,4318.0,2017,Fourth
Alberta,Private transportation,19959.0,2017,Fourth
Alberta,Public transportation,1606.0,2017,Fourth
Alberta,Health care,3067.0,2017,Fourth
Alberta,Personal care,1531.0,2017,Fourth
Alberta,Recreation,5335.0,2017,Fourth
Alberta,Education,1806.0,2017,Fourth
Alberta,Reading materials and other printed matter,221.0,2017,Fourth
Alberta,Tobacco products and alcoholic beverages (Terminated),3008.0,2017,Fourth
Alberta,Miscellaneous expenditures,2641.0,2017,Fourth
British Columbia,Food expenditures,11492.0,2017,Fourth
British Columbia,Shelter,24134.0,2017,Fourth
British Columbia,Household operations,5476.0,2017,Fourth
British Columbia,Household furnishings and equipment,2217.0,2017,Fourth
British Columbia,Clothing and accessories,3849.0,2017,Fourth
British Columbia,Private transportation,15069.0,2017,Fourth
British Columbia,Public transportation,1866.0,2017,Fourth
British Columbia,Health care,3746.0,2017,Fourth
British Columbia,Personal care,1257.0,2017,Fourth
British Columbia,Recreation,5185.0,2017,Fourth
British Columbia,Education,1971.0,2017,Fourth
British Columbia,Reading materials and other printed matter,209.0,2017,Fourth
British Columbia,Tobacco products and alcoholic beverages (Terminated),1598.0,2017,Fourth
British Columbia,Miscellaneous expenditures,2223.0,2017,Fourth
Newfoundland and Labrador,Food expenditures,10812.0,2019,Fourth
Newfoundland and Labrador,Shelter,17826.0,2019,Fourth
Newfoundland and Labrador,Household operations,6571.0,2019,Fourth
Newfoundland and Labrador,Household furnishings and equipment,2825.0,2019,Fourth
Newfoundland and Labrador,Clothing and accessories,3509.0,2019,Fourth
Newfoundland and Labrador,Private transportation,14400.0,2019,Fourth
Newfoundland and Labrador,Public transportation,1377.0,2019,Fourth
Newfoundland and Labrador,Health care,3152.0,2019,Fourth
Newfoundland and Labrador,Personal care,1348.0,2019,Fourth
Newfoundland and Labrador,Recreation,4993.0,2019,Fourth
Newfoundland and Labrador,Education,779.0,2019,Fourth
Newfoundland and Labrador,Reading materials and other printed matter,114.0,2019,Fourth
Newfoundland and Labrador,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2498.0,2019,Fourth
Newfoundland and Labrador,Games of chance,254.0,2019,Fourth
Newfoundland and Labrador,Miscellaneous expenditures,1804.0,2019,Fourth
Prince Edward Island,Food expenditures,10905.0,2019,Fourth
Prince Edward Island,Shelter,16615.0,2019,Fourth
Prince Edward Island,Household operations,7259.0,2019,Fourth
Prince Edward Island,Household furnishings and equipment,2146.0,2019,Fourth
Prince Edward Island,Clothing and accessories,2948.0,2019,Fourth
Prince Edward Island,Private transportation,12463.0,2019,Fourth
Prince Edward Island,Public transportation,937.0,2019,Fourth
Prince Edward Island,Health care,3381.0,2019,Fourth
Prince Edward Island,Personal care,1219.0,2019,Fourth
Prince Edward Island,Recreation,4310.0,2019,Fourth
Prince Edward Island,Education,690.0,2019,Fourth
Prince Edward Island,Reading materials and other printed matter,224.0,2019,Fourth
Prince Edward Island,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1869.0,2019,Fourth
Prince Edward Island,Games of chance,251.0,2019,Fourth
Prince Edward Island,Miscellaneous expenditures,1794.0,2019,Fourth
Nova Scotia,Food expenditures,10951.0,2019,Fourth
Nova Scotia,Shelter,18077.0,2019,Fourth
Nova Scotia,Household operations,6544.0,2019,Fourth
Nova Scotia,Household furnishings and equipment,2305.0,2019,Fourth
Nova Scotia,Clothing and accessories,2737.0,2019,Fourth
Nova Scotia,Private transportation,12432.0,2019,Fourth
Nova Scotia,Public transportation,1054.0,2019,Fourth
Nova Scotia,Health care,2771.0,2019,Fourth
Nova Scotia,Personal care,1316.0,2019,Fourth
Nova Scotia,Recreation,3845.0,2019,Fourth
Nova Scotia,Education,1236.0,2019,Fourth
Nova Scotia,Reading materials and other printed matter,149.0,2019,Fourth
Nova Scotia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2238.0,2019,Fourth
Nova Scotia,Games of chance,245.0,2019,Fourth
Nova Scotia,Miscellaneous expenditures,2068.0,2019,Fourth
New Brunswick,Food expenditures,11140.0,2019,Fourth
New Brunswick,Shelter,16135.0,2019,Fourth
New Brunswick,Household operations,6478.0,2019,Fourth
New Brunswick,Household furnishings and equipment,2847.0,2019,Fourth
New Brunswick,Clothing and accessories,3127.0,2019,Fourth
New Brunswick,Private transportation,15163.0,2019,Fourth
New Brunswick,Public transportation,717.0,2019,Fourth
New Brunswick,Health care,3503.0,2019,Fourth
New Brunswick,Personal care,1308.0,2019,Fourth
New Brunswick,Recreation,5436.0,2019,Fourth
New Brunswick,Education,1016.0,2019,Fourth
New Brunswick,Reading materials and other printed matter,166.0,2019,Fourth
New Brunswick,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2125.0,2019,Fourth
New Brunswick,Games of chance,212.0,2019,Fourth
New Brunswick,Miscellaneous expenditures,1437.0,2019,Fourth
Quebec,Food expenditures,12480.0,2019,Fourth
Quebec,Shelter,17772.0,2019,Fourth
Quebec,Household operations,5447.0,2019,Fourth
Quebec,Household furnishings and equipment,2672.0,2019,Fourth
Quebec,Clothing and accessories,3638.0,2019,Fourth
Quebec,Private transportation,12634.0,2019,Fourth
Quebec,Public transportation,1160.0,2019,Fourth
Quebec,Health care,3621.0,2019,Fourth
Quebec,Personal care,1599.0,2019,Fourth
Quebec,Recreation,4111.0,2019,Fourth
Quebec,Education,905.0,2019,Fourth
Quebec,Reading materials and other printed matter,149.0,2019,Fourth
Quebec,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2532.0,2019,Fourth
Quebec,Games of chance,147.0,2019,Fourth
Quebec,Miscellaneous expenditures,1722.0,2019,Fourth
Ontario,Food expenditures,13061.0,2019,Fourth
Ontario,Shelter,26079.0,2019,Fourth
Ontario,Household operations,6763.0,2019,Fourth
Ontario,Household furnishings and equipment,3789.0,2019,Fourth
Ontario,Clothing and accessories,4357.0,2019,Fourth
Ontario,Private transportation,13786.0,2019,Fourth
Ontario,Public transportation,2157.0,2019,Fourth
Ontario,Health care,2518.0,2019,Fourth
Ontario,Personal care,1838.0,2019,Fourth
Ontario,Recreation,5867.0,2019,Fourth
Ontario,Education,1797.0,2019,Fourth
Ontario,Reading materials and other printed matter,267.0,2019,Fourth
Ontario,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1760.0,2019,Fourth
Ontario,Miscellaneous expenditures,2279.0,2019,Fourth
Manitoba,Food expenditures,12608.0,2019,Fourth
Manitoba,Shelter,20147.0,2019,Fourth
Manitoba,Household operations,6171.0,2019,Fourth
Manitoba,Household furnishings and equipment,2510.0,2019,Fourth
Manitoba,Clothing and accessories,4277.0,2019,Fourth
Manitoba,Private transportation,17168.0,2019,Fourth
Manitoba,Public transportation,1586.0,2019,Fourth
Manitoba,Health care,2940.0,2019,Fourth
Manitoba,Personal care,1621.0,2019,Fourth
Manitoba,Recreation,5076.0,2019,Fourth
Manitoba,Education,1446.0,2019,Fourth
Manitoba,Reading materials and other printed matter,161.0,2019,Fourth
Manitoba,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1716.0,2019,Fourth
Manitoba,Miscellaneous expenditures,1922.0,2019,Fourth
Saskatchewan,Food expenditures,12785.0,2019,Fourth
Saskatchewan,Shelter,24125.0,2019,Fourth
Saskatchewan,Household operations,8311.0,2019,Fourth
Saskatchewan,Household furnishings and equipment,3001.0,2019,Fourth
Saskatchewan,Clothing and accessories,3600.0,2019,Fourth
Saskatchewan,Private transportation,17411.0,2019,Fourth
Saskatchewan,Public transportation,1407.0,2019,Fourth
Saskatchewan,Health care,3494.0,2019,Fourth
Saskatchewan,Personal care,1842.0,2019,Fourth
Saskatchewan,Recreation,6378.0,2019,Fourth
Saskatchewan,Education,907.0,2019,Fourth
Saskatchewan,Reading materials and other printed matter,215.0,2019,Fourth
Saskatchewan,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2833.0,2019,Fourth
Saskatchewan,Games of chance,283.0,2019,Fourth
Saskatchewan,Miscellaneous expenditures,2220.0,2019,Fourth
Alberta,Food expenditures,13101.0,2019,Fourth
Alberta,Shelter,26203.0,2019,Fourth
Alberta,Household operations,8158.0,2019,Fourth
Alberta,Household furnishings and equipment,2616.0,2019,Fourth
Alberta,Clothing and accessories,3627.0,2019,Fourth
Alberta,Private transportation,15127.0,2019,Fourth
Alberta,Public transportation,1745.0,2019,Fourth
Alberta,Health care,3355.0,2019,Fourth
Alberta,Personal care,1793.0,2019,Fourth
Alberta,Recreation,8051.0,2019,Fourth
Alberta,Education,1719.0,2019,Fourth
Alberta,Reading materials and other printed matter,219.0,2019,Fourth
Alberta,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2614.0,2019,Fourth
Alberta,Miscellaneous expenditures,2610.0,2019,Fourth
British Columbia,Food expenditures,13265.0,2019,Fourth
British Columbia,Shelter,26456.0,2019,Fourth
British Columbia,Household operations,6647.0,2019,Fourth
British Columbia,Household furnishings and equipment,3011.0,2019,Fourth
British Columbia,Clothing and accessories,5396.0,2019,Fourth
British Columbia,Private transportation,13911.0,2019,Fourth
British Columbia,Public transportation,2249.0,2019,Fourth
British Columbia,Health care,3308.0,2019,Fourth
British Columbia,Personal care,1598.0,2019,Fourth
British Columbia,Recreation,6832.0,2019,Fourth
British Columbia,Education,2782.0,2019,Fourth
British Columbia,Reading materials and other printed matter,152.0,2019,Fourth
British Columbia,"Tobacco products, alcoholic beverages and cannabis for non-medical use",1915.0,2019,Fourth
British Columbia,Games of chance,99.0,2019,Fourth
British Columbia,Miscellaneous expenditures,2350.0,2019,Fourth
Newfoundland and Labrador,Food expenditures,14001.0,2021,Fourth
Newfoundland and Labrador,Shelter,16743.0,2021,Fourth
Newfoundland and Labrador,Household operations,6540.0,2021,Fourth
Newfoundland and Labrador,Household furnishings and equipment,4162.0,2021,Fourth
Newfoundland and Labrador,Clothing and accessories,2457.0,2021,Fourth
Newfoundland and Labrador,Private transportation,12741.0,2021,Fourth
Newfoundland and Labrador,Public transportation,647.0,2021,Fourth
Newfoundland and Labrador,Health care,2576.0,2021,Fourth
Newfoundland and Labrador,Personal care,1800.0,2021,Fourth
Newfoundland and Labrador,Recreation,5383.0,2021,Fourth
Newfoundland and Labrador,Education,969.0,2021,Fourth
Newfoundland and Labrador,"Tobacco products, alcoholic beverages and cannabis for non-medical use",2616.0,2021,Fourth
Newfoundland and Labrador,Games of chance,309.0,2021,Fourth
Newfoundland and Labrador,Miscellaneous expenditures,2063.0,2021,Fourth
Prince Edward Island,Food expenditures,11694.0,2021,Fourth
Prince Edward Island,Shelter,18735.0,2021,Fourth
Prince Edward Island,Household operations,7014.0,2021,Fourth
Prince Edward Island,Household furnishings and equipment,3840.0,2021,Fourth
